Data,Nazwa stacji,Lokalizacja,Województwo,Temperatura wody[°C]
2023-07-23,CHARZYKOWY,Jez. Charzykowskie,pomorskie,20.8
2023-07-23,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,21.8
2023-07-23,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,21.1
2023-07-23,PRZEŁAZY,Jez. Niesłysz,lubuskie,22.2
2023-07-23,RADZYŃ,Jez. Sławskie,lubuskie,22.7
2023-07-23,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,22.7
2023-07-23,POWIDZ,Jez. Powidzkie,wielkopolskie,brak danych
2023-07-23,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,22.1
2023-07-23,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,22.0
2023-07-23,DADAJ,Jez. Dadaj,warmińsko-mazurskie,20.9
2023-07-23,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,20.1
2023-07-23,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,20.4
2023-07-23,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,19.7
2023-07-23,GŁODOWO,Jez. Śniardwy,warmińsko-mazurskie,brak danych
2023-07-23,MALDANIN,Jez. Roś,warmińsko-mazurskie,20.8
2023-07-23,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,21.6
2023-07-23,WRÓBEL,Jez. Hańcza,podlaskie,20.6
2023-07-23,WÓLKA,Jez. Rospuda Filipowska,podlaskie,21.0
2023-07-23,WIGRY,Jez. Wigry,podlaskie,20.8
2023-07-23,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,21.7
2023-07-23,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,21.3
2023-07-23,BORKI,Jez. Litygajno,warmińsko-mazurskie,20.8
2023-07-23,EŁK,Jez. Ełckie,warmińsko-mazurskie,21.5
2023-07-23,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,20.7
2023-07-23,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,21.5
2023-07-23,MORSKIE OKO,Rybi Potok,małopolskie,brak danych
2023-07-23,TOLKMICKO,Zalew Wiślany,warmińsko-mazurskie,20.0
2023-07-23,TRZEBIEŻ,Zalew Szczeciński,zachodniopomorskie,21.1
2023-07-23,ŚWINOUJŚCIE,Cieśnina Świna,zachodniopomorskie,19.6
2023-07-23,WOLIN,Cieśnina Dziwna,zachodniopomorskie,19.9
2023-07-23,DARŁOWO,Morze Bałtyckie,zachodniopomorskie,18.8
2023-07-23,MIĘDZYZDROJE,Morze Bałtyckie,zachodniopomorskie,20.0
2023-07-23,KOŁOBRZEG,Morze Bałtyckie,zachodniopomorskie,19.1
2023-07-23,USTKA,Morze Bałtyckie,pomorskie,17.1
2023-07-23,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,19.1
2023-07-23,HEL,Morze Bałtyckie,pomorskie,18.5
2023-07-23,PUCK,Morze Bałtyckie,pomorskie,19.1
2023-07-23,GDYNIA,Morze Bałtyckie,pomorskie,19.3
2023-07-23,ŁEBA,Morze Bałtyckie,pomorskie,18.9
2023-07-24,GARDNA WIELKA,Jez. Gardno,pomorskie,17.7
2023-07-24,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,19.4
2023-07-24,IZBICA,Jez. Łebsko,pomorskie,18.3
2023-07-24,SIKORY,Jez. Komorze,zachodniopomorskie,22.5
2023-07-24,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,20.6
2023-07-24,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,22.4
2023-07-24,IŃSKO,Jez. Ińsko,zachodniopomorskie,21.0
2023-07-24,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,21.8
2023-07-24,BUNTOWO,Jez. Sławianowskie,wielkopolskie,21.6
2023-07-24,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,22.0
2023-07-24,JASIEŃ,Jez. Jasień Pd.,pomorskie,20.6
2023-07-24,BORUCINO,Jez. Raduńskie Górne,pomorskie,20.3
2023-07-24,JEZIORNA,Jez. Wdzydze,pomorskie,20.3
2023-07-24,CHARZYKOWY,Jez. Charzykowskie,pomorskie,20.8
2023-07-24,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,21.2
2023-07-24,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,21.1
2023-07-24,PRZEŁAZY,Jez. Niesłysz,lubuskie,21.8
2023-07-24,RADZYŃ,Jez. Sławskie,lubuskie,22.5
2023-07-24,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,22.7
2023-07-24,POWIDZ,Jez. Powidzkie,wielkopolskie,22.0
2023-07-24,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,22.1
2023-07-24,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,22.0
2023-07-24,DADAJ,Jez. Dadaj,warmińsko-mazurskie,20.5
2023-07-24,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,20.6
2023-07-24,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,19.9
2023-07-24,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,20.9
2023-07-24,GŁODOWO,Jez. Śniardwy,warmińsko-mazurskie,brak danych
2023-07-24,MALDANIN,Jez. Roś,warmińsko-mazurskie,21.1
2023-07-24,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,21.4
2023-07-24,WRÓBEL,Jez. Hańcza,podlaskie,20.1
2023-07-24,WÓLKA,Jez. Rospuda Filipowska,podlaskie,20.9
2023-07-24,WIGRY,Jez. Wigry,podlaskie,20.8
2023-07-24,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,21.6
2023-07-24,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,21.5
2023-07-24,BORKI,Jez. Litygajno,warmińsko-mazurskie,20.8
2023-07-24,EŁK,Jez. Ełckie,warmińsko-mazurskie,21.4
2023-07-24,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,20.7
2023-07-24,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,22.8
2023-07-24,MORSKIE OKO,Rybi Potok,małopolskie,brak danych
2023-07-24,TOLKMICKO,Zalew Wiślany,warmińsko-mazurskie,19.8
2023-07-24,TRZEBIEŻ,Zalew Szczeciński,zachodniopomorskie,21.1
2023-07-24,ŚWINOUJŚCIE,Cieśnina Świna,zachodniopomorskie,19.5
2023-07-24,WOLIN,Cieśnina Dziwna,zachodniopomorskie,19.9
2023-07-24,DARŁOWO,Morze Bałtyckie,zachodniopomorskie,18.8
2023-07-24,MIĘDZYZDROJE,Morze Bałtyckie,zachodniopomorskie,20.0
2023-07-24,KOŁOBRZEG,Morze Bałtyckie,zachodniopomorskie,19.0
2023-07-24,USTKA,Morze Bałtyckie,pomorskie,17.1
2023-07-24,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,18.9
2023-07-24,HEL,Morze Bałtyckie,pomorskie,18.3
2023-07-24,PUCK,Morze Bałtyckie,pomorskie,19.1
2023-07-24,GDYNIA,Morze Bałtyckie,pomorskie,19.2
2023-07-24,ŁEBA,Morze Bałtyckie,pomorskie,18.7
2023-07-25,GARDNA WIELKA,Jez. Gardno,pomorskie,17.0
2023-07-25,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,20.2
2023-07-25,IZBICA,Jez. Łebsko,pomorskie,19.1
2023-07-25,SIKORY,Jez. Komorze,zachodniopomorskie,22.9
2023-07-25,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,20.8
2023-07-25,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,21.2
2023-07-25,IŃSKO,Jez. Ińsko,zachodniopomorskie,21.0
2023-07-25,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,21.8
2023-07-25,BUNTOWO,Jez. Sławianowskie,wielkopolskie,22.0
2023-07-25,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,22.0
2023-07-25,JASIEŃ,Jez. Jasień Pd.,pomorskie,20.8
2023-07-25,BORUCINO,Jez. Raduńskie Górne,pomorskie,20.6
2023-07-25,JEZIORNA,Jez. Wdzydze,pomorskie,brak danych
2023-07-25,CHARZYKOWY,Jez. Charzykowskie,pomorskie,21.0
2023-07-25,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,21.6
2023-07-25,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,21.3
2023-07-25,PRZEŁAZY,Jez. Niesłysz,lubuskie,21.8
2023-07-25,RADZYŃ,Jez. Sławskie,lubuskie,22.5
2023-07-25,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,23.4
2023-07-25,POWIDZ,Jez. Powidzkie,wielkopolskie,21.9
2023-07-25,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,22.5
2023-07-25,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,22.4
2023-07-25,DADAJ,Jez. Dadaj,warmińsko-mazurskie,20.7
2023-07-25,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,20.8
2023-07-25,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,19.9
2023-07-25,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,20.9
2023-07-25,GŁODOWO,Jez. Śniardwy,warmińsko-mazurskie,brak danych
2023-07-25,MALDANIN,Jez. Roś,warmińsko-mazurskie,21.5
2023-07-25,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,21.8
2023-07-25,WRÓBEL,Jez. Hańcza,podlaskie,20.3
2023-07-25,WÓLKA,Jez. Rospuda Filipowska,podlaskie,21.2
2023-07-25,WIGRY,Jez. Wigry,podlaskie,21.2
2023-07-25,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,21.7
2023-07-25,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,21.8
2023-07-25,BORKI,Jez. Litygajno,warmińsko-mazurskie,21.6
2023-07-25,EŁK,Jez. Ełckie,warmińsko-mazurskie,21.5
2023-07-25,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,20.9
2023-07-25,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,21.8
2023-07-25,MORSKIE OKO,Rybi Potok,małopolskie,brak danych
2023-07-25,TOLKMICKO,Zalew Wiślany,warmińsko-mazurskie,19.8
2023-07-25,TRZEBIEŻ,Zalew Szczeciński,zachodniopomorskie,21.4
2023-07-25,ŚWINOUJŚCIE,Cieśnina Świna,zachodniopomorskie,19.4
2023-07-25,WOLIN,Cieśnina Dziwna,zachodniopomorskie,20.1
2023-07-25,DARŁOWO,Morze Bałtyckie,zachodniopomorskie,18.8
2023-07-25,MIĘDZYZDROJE,Morze Bałtyckie,zachodniopomorskie,19.2
2023-07-25,KOŁOBRZEG,Morze Bałtyckie,zachodniopomorskie,18.9
2023-07-25,USTKA,Morze Bałtyckie,pomorskie,17.5
2023-07-25,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,18.6
2023-07-25,HEL,Morze Bałtyckie,pomorskie,18.8
2023-07-25,PUCK,Morze Bałtyckie,pomorskie,19.7
2023-07-25,GDYNIA,Morze Bałtyckie,pomorskie,19.5
2023-07-25,ŁEBA,Morze Bałtyckie,pomorskie,19.3
2023-07-26,GARDNA WIELKA,Jez. Gardno,pomorskie,17.3
2023-07-26,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,19.4
2023-07-26,IZBICA,Jez. Łebsko,pomorskie,18.2
2023-07-26,SIKORY,Jez. Komorze,zachodniopomorskie,22.1
2023-07-26,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,20.4
2023-07-26,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,21.4
2023-07-26,IŃSKO,Jez. Ińsko,zachodniopomorskie,20.8
2023-07-26,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,21.8
2023-07-26,BUNTOWO,Jez. Sławianowskie,wielkopolskie,21.6
2023-07-26,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,21.7
2023-07-26,JASIEŃ,Jez. Jasień Pd.,pomorskie,20.4
2023-07-26,BORUCINO,Jez. Raduńskie Górne,pomorskie,20.3
2023-07-26,JEZIORNA,Jez. Wdzydze,pomorskie,20.0
2023-07-26,CHARZYKOWY,Jez. Charzykowskie,pomorskie,20.6
2023-07-26,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,21.6
2023-07-26,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,21.1
2023-07-26,PRZEŁAZY,Jez. Niesłysz,lubuskie,21.4
2023-07-26,RADZYŃ,Jez. Sławskie,lubuskie,22.2
2023-07-26,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,22.4
2023-07-26,POWIDZ,Jez. Powidzkie,wielkopolskie,21.7
2023-07-26,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,22.3
2023-07-26,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,21.6
2023-07-26,DADAJ,Jez. Dadaj,warmińsko-mazurskie,20.3
2023-07-26,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,20.7
2023-07-26,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,20.8
2023-07-26,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,20.8
2023-07-26,GŁODOWO,Jez. Śniardwy,warmińsko-mazurskie,brak danych
2023-07-26,MALDANIN,Jez. Roś,warmińsko-mazurskie,21.6
2023-07-26,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,21.6
2023-07-26,WRÓBEL,Jez. Hańcza,podlaskie,20.2
2023-07-26,WÓLKA,Jez. Rospuda Filipowska,podlaskie,21.2
2023-07-26,WIGRY,Jez. Wigry,podlaskie,21.4
2023-07-26,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,21.6
2023-07-26,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,21.6
2023-07-26,BORKI,Jez. Litygajno,warmińsko-mazurskie,21.0
2023-07-26,EŁK,Jez. Ełckie,warmińsko-mazurskie,21.5
2023-07-26,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,21.1
2023-07-26,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,21.7
2023-07-26,MORSKIE OKO,Rybi Potok,małopolskie,brak danych
2023-07-26,TOLKMICKO,Zalew Wiślany,warmińsko-mazurskie,19.0
2023-07-26,TRZEBIEŻ,Zalew Szczeciński,zachodniopomorskie,20.9
2023-07-26,ŚWINOUJŚCIE,Cieśnina Świna,zachodniopomorskie,19.6
2023-07-26,WOLIN,Cieśnina Dziwna,zachodniopomorskie,19.9
2023-07-26,DARŁOWO,Morze Bałtyckie,zachodniopomorskie,19.1
2023-07-26,MIĘDZYZDROJE,Morze Bałtyckie,zachodniopomorskie,19.2
2023-07-26,KOŁOBRZEG,Morze Bałtyckie,zachodniopomorskie,18.8
2023-07-26,USTKA,Morze Bałtyckie,pomorskie,17.5
2023-07-26,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,19.1
2023-07-26,HEL,Morze Bałtyckie,pomorskie,18.6
2023-07-26,PUCK,Morze Bałtyckie,pomorskie,19.6
2023-07-26,GDYNIA,Morze Bałtyckie,pomorskie,19.1
2023-07-26,ŁEBA,Morze Bałtyckie,pomorskie,19.3
2023-07-27,GARDNA WIELKA,Jez. Gardno,pomorskie,17.8
2023-07-27,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,19.2
2023-07-27,IZBICA,Jez. Łebsko,pomorskie,17.4
2023-07-27,SIKORY,Jez. Komorze,zachodniopomorskie,21.9
2023-07-27,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,20.0
2023-07-27,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,23.8
2023-07-27,IŃSKO,Jez. Ińsko,zachodniopomorskie,20.4
2023-07-27,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,21.5
2023-07-27,BUNTOWO,Jez. Sławianowskie,wielkopolskie,21.2
2023-07-27,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,21.8
2023-07-27,JASIEŃ,Jez. Jasień Pd.,pomorskie,20.2
2023-07-27,BORUCINO,Jez. Raduńskie Górne,pomorskie,20.0
2023-07-27,JEZIORNA,Jez. Wdzydze,pomorskie,19.7
2023-07-27,CHARZYKOWY,Jez. Charzykowskie,pomorskie,20.1
2023-07-27,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,21.0
2023-07-27,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,20.5
2023-07-27,PRZEŁAZY,Jez. Niesłysz,lubuskie,21.0
2023-07-27,RADZYŃ,Jez. Sławskie,lubuskie,21.7
2023-07-27,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,21.9
2023-07-27,POWIDZ,Jez. Powidzkie,wielkopolskie,21.0
2023-07-27,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,21.5
2023-07-27,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,21.2
2023-07-27,DADAJ,Jez. Dadaj,warmińsko-mazurskie,20.0
2023-07-27,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,19.9
2023-07-27,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,20.5
2023-07-27,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,20.7
2023-07-27,GŁODOWO,Jez. Śniardwy,warmińsko-mazurskie,brak danych
2023-07-27,MALDANIN,Jez. Roś,warmińsko-mazurskie,21.0
2023-07-27,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,21.4
2023-07-27,WRÓBEL,Jez. Hańcza,podlaskie,20.1
2023-07-27,WÓLKA,Jez. Rospuda Filipowska,podlaskie,20.7
2023-07-27,WIGRY,Jez. Wigry,podlaskie,21.0
2023-07-27,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,21.4
2023-07-27,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,21.5
2023-07-27,BORKI,Jez. Litygajno,warmińsko-mazurskie,20.8
2023-07-27,EŁK,Jez. Ełckie,warmińsko-mazurskie,21.4
2023-07-27,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,20.9
2023-07-27,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,21.7
2023-07-27,MORSKIE OKO,Rybi Potok,małopolskie,brak danych
2023-07-27,TOLKMICKO,Zalew Wiślany,warmińsko-mazurskie,19.4
2023-07-27,TRZEBIEŻ,Zalew Szczeciński,zachodniopomorskie,20.4
2023-07-27,ŚWINOUJŚCIE,Cieśnina Świna,zachodniopomorskie,19.5
2023-07-27,WOLIN,Cieśnina Dziwna,zachodniopomorskie,19.5
2023-07-27,DARŁOWO,Morze Bałtyckie,zachodniopomorskie,19.1
2023-07-27,MIĘDZYZDROJE,Morze Bałtyckie,zachodniopomorskie,18.8
2023-07-27,KOŁOBRZEG,Morze Bałtyckie,zachodniopomorskie,18.5
2023-07-27,USTKA,Morze Bałtyckie,pomorskie,17.6
2023-07-27,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,18.9
2023-07-27,HEL,Morze Bałtyckie,pomorskie,18.3
2023-07-27,PUCK,Morze Bałtyckie,pomorskie,19.1
2023-07-27,GDYNIA,Morze Bałtyckie,pomorskie,19.0
2023-07-27,ŁEBA,Morze Bałtyckie,pomorskie,18.9
2023-07-28,GARDNA WIELKA,Jez. Gardno,pomorskie,17.5
2023-07-28,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,19.8
2023-07-28,IZBICA,Jez. Łebsko,pomorskie,18.1
2023-07-28,SIKORY,Jez. Komorze,zachodniopomorskie,21.7
2023-07-28,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,20.3
2023-07-28,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,20.8
2023-07-28,IŃSKO,Jez. Ińsko,zachodniopomorskie,20.4
2023-07-28,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,21.2
2023-07-28,BUNTOWO,Jez. Sławianowskie,wielkopolskie,21.4
2023-07-28,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,21.8
2023-07-28,JASIEŃ,Jez. Jasień Pd.,pomorskie,20.6
2023-07-28,BORUCINO,Jez. Raduńskie Górne,pomorskie,20.0
2023-07-28,JEZIORNA,Jez. Wdzydze,pomorskie,19.9
2023-07-28,CHARZYKOWY,Jez. Charzykowskie,pomorskie,20.6
2023-07-28,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,20.8
2023-07-28,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,20.9
2023-07-28,PRZEŁAZY,Jez. Niesłysz,lubuskie,20.8
2023-07-28,RADZYŃ,Jez. Sławskie,lubuskie,21.6
2023-07-28,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,22.0
2023-07-28,POWIDZ,Jez. Powidzkie,wielkopolskie,21.0
2023-07-28,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,21.3
2023-07-28,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,21.8
2023-07-28,DADAJ,Jez. Dadaj,warmińsko-mazurskie,20.0
2023-07-28,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,20.4
2023-07-28,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,20.4
2023-07-28,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,20.6
2023-07-28,GŁODOWO,Jez. Śniardwy,warmińsko-mazurskie,brak danych
2023-07-28,MALDANIN,Jez. Roś,warmińsko-mazurskie,20.5
2023-07-28,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,21.0
2023-07-28,WRÓBEL,Jez. Hańcza,podlaskie,20.1
2023-07-28,WÓLKA,Jez. Rospuda Filipowska,podlaskie,20.7
2023-07-28,WIGRY,Jez. Wigry,podlaskie,21.0
2023-07-28,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,21.3
2023-07-28,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,21.1
2023-07-28,BORKI,Jez. Litygajno,warmińsko-mazurskie,20.8
2023-07-28,EŁK,Jez. Ełckie,warmińsko-mazurskie,21.3
2023-07-28,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,20.7
2023-07-28,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,21.6
2023-07-28,MORSKIE OKO,Rybi Potok,małopolskie,brak danych
2023-07-28,TOLKMICKO,Zalew Wiślany,warmińsko-mazurskie,19.6
2023-07-28,TRZEBIEŻ,Zalew Szczeciński,zachodniopomorskie,20.0
2023-07-28,ŚWINOUJŚCIE,Cieśnina Świna,zachodniopomorskie,19.4
2023-07-28,WOLIN,Cieśnina Dziwna,zachodniopomorskie,19.7
2023-07-28,DARŁOWO,Morze Bałtyckie,zachodniopomorskie,brak danych
2023-07-28,MIĘDZYZDROJE,Morze Bałtyckie,zachodniopomorskie,19.0
2023-07-28,KOŁOBRZEG,Morze Bałtyckie,zachodniopomorskie,18.7
2023-07-28,USTKA,Morze Bałtyckie,pomorskie,17.4
2023-07-28,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,19.1
2023-07-28,HEL,Morze Bałtyckie,pomorskie,18.5
2023-07-28,PUCK,Morze Bałtyckie,pomorskie,19.0
2023-07-28,GDYNIA,Morze Bałtyckie,pomorskie,19.0
2023-07-28,ŁEBA,Morze Bałtyckie,pomorskie,19.3
2023-07-29,GARDNA WIELKA,Jez. Gardno,pomorskie,18.0
2023-07-29,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,20.0
2023-07-29,IZBICA,Jez. Łebsko,pomorskie,17.3
2023-07-29,SIKORY,Jez. Komorze,zachodniopomorskie,21.9
2023-07-29,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,20.2
2023-07-29,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,20.0
2023-07-29,IŃSKO,Jez. Ińsko,zachodniopomorskie,20.4
2023-07-29,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,20.9
2023-07-29,BUNTOWO,Jez. Sławianowskie,wielkopolskie,20.9
2023-07-29,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,21.8
2023-07-29,JASIEŃ,Jez. Jasień Pd.,pomorskie,20.2
2023-07-29,BORUCINO,Jez. Raduńskie Górne,pomorskie,19.9
2023-07-29,JEZIORNA,Jez. Wdzydze,pomorskie,19.6
2023-07-29,CHARZYKOWY,Jez. Charzykowskie,pomorskie,20.4
2023-07-29,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,20.6
2023-07-29,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,20.7
2023-07-29,PRZEŁAZY,Jez. Niesłysz,lubuskie,21.0
2023-07-29,RADZYŃ,Jez. Sławskie,lubuskie,21.7
2023-07-29,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,21.8
2023-07-29,POWIDZ,Jez. Powidzkie,wielkopolskie,brak danych
2023-07-29,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,21.1
2023-07-29,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,21.2
2023-07-29,DADAJ,Jez. Dadaj,warmińsko-mazurskie,19.8
2023-07-29,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,20.2
2023-07-29,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,20.0
2023-07-29,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,20.3
2023-07-29,GŁODOWO,Jez. Śniardwy,warmińsko-mazurskie,brak danych
2023-07-29,MALDANIN,Jez. Roś,warmińsko-mazurskie,20.2
2023-07-29,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,21.0
2023-07-29,WRÓBEL,Jez. Hańcza,podlaskie,20.0
2023-07-29,WÓLKA,Jez. Rospuda Filipowska,podlaskie,20.5
2023-07-29,WIGRY,Jez. Wigry,podlaskie,20.6
2023-07-29,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,21.3
2023-07-29,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,21.2
2023-07-29,BORKI,Jez. Litygajno,warmińsko-mazurskie,20.6
2023-07-29,EŁK,Jez. Ełckie,warmińsko-mazurskie,20.9
2023-07-29,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,20.1
2023-07-29,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,21.3
2023-07-29,MORSKIE OKO,Rybi Potok,małopolskie,brak danych
2023-07-29,TOLKMICKO,Zalew Wiślany,warmińsko-mazurskie,19.8
2023-07-29,TRZEBIEŻ,Zalew Szczeciński,zachodniopomorskie,20.7
2023-07-29,ŚWINOUJŚCIE,Cieśnina Świna,zachodniopomorskie,19.6
2023-07-29,WOLIN,Cieśnina Dziwna,zachodniopomorskie,19.7
2023-07-29,DARŁOWO,Morze Bałtyckie,zachodniopomorskie,brak danych
2023-07-29,MIĘDZYZDROJE,Morze Bałtyckie,zachodniopomorskie,19.6
2023-07-29,KOŁOBRZEG,Morze Bałtyckie,zachodniopomorskie,19.0
2023-07-29,USTKA,Morze Bałtyckie,pomorskie,17.2
2023-07-29,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,19.3
2023-07-29,HEL,Morze Bałtyckie,pomorskie,18.7
2023-07-29,PUCK,Morze Bałtyckie,pomorskie,19.2
2023-07-29,GDYNIA,Morze Bałtyckie,pomorskie,18.9
2023-07-29,ŁEBA,Morze Bałtyckie,pomorskie,19.0
