Data,Nazwa stacji,Lokalizacja,Województwo,Temperatura wody[°C]
2023-07-30,GARDNA WIELKA,Jez. Gardno,pomorskie,19.3
2023-07-30,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,21.0
2023-07-30,IZBICA,Jez. Łebsko,pomorskie,20.2
2023-07-30,SIKORY,Jez. Komorze,zachodniopomorskie,22.3
2023-07-30,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,20.2
2023-07-30,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,19.8
2023-07-30,IŃSKO,Jez. Ińsko,zachodniopomorskie,20.6
2023-07-30,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,21.4
2023-07-30,BUNTOWO,Jez. Sławianowskie,wielkopolskie,21.7
2023-07-30,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,21.6
2023-07-30,JASIEŃ,Jez. Jasień Pd.,pomorskie,21.0
2023-07-30,BORUCINO,Jez. Raduńskie Górne,pomorskie,20.5
2023-07-30,JEZIORNA,Jez. Wdzydze,pomorskie,19.9
2023-07-30,CHARZYKOWY,Jez. Charzykowskie,pomorskie,20.4
2023-07-30,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,21.0
2023-07-30,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,21.1
2023-07-30,PRZEŁAZY,Jez. Niesłysz,lubuskie,20.8
2023-07-30,RADZYŃ,Jez. Sławskie,lubuskie,22.1
2023-07-30,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,22.7
2023-07-30,POWIDZ,Jez. Powidzkie,wielkopolskie,brak danych
2023-07-30,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,22.1
2023-07-30,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,22.2
2023-07-30,DADAJ,Jez. Dadaj,warmińsko-mazurskie,20.9
2023-07-30,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,21.1
2023-07-30,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,20.5
2023-07-30,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,20.9
2023-07-30,GŁODOWO,Jez. Śniardwy,warmińsko-mazurskie,brak danych
2023-07-30,MALDANIN,Jez. Roś,warmińsko-mazurskie,21.1
2023-07-30,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,20.6
2023-07-30,WRÓBEL,Jez. Hańcza,podlaskie,19.9
2023-07-30,WÓLKA,Jez. Rospuda Filipowska,podlaskie,20.3
2023-07-30,WIGRY,Jez. Wigry,podlaskie,21.0
2023-07-30,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,21.6
2023-07-30,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,21.4
2023-07-30,BORKI,Jez. Litygajno,warmińsko-mazurskie,21.6
2023-07-30,EŁK,Jez. Ełckie,warmińsko-mazurskie,21.1
2023-07-30,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,20.5
2023-07-30,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,21.8
2023-07-30,MORSKIE OKO,Rybi Potok,małopolskie,brak danych
2023-07-30,TOLKMICKO,Zalew Wiślany,warmińsko-mazurskie,20.0
2023-07-30,TRZEBIEŻ,Zalew Szczeciński,zachodniopomorskie,20.9
2023-07-30,ŚWINOUJŚCIE,Cieśnina Świna,zachodniopomorskie,19.6
2023-07-30,WOLIN,Cieśnina Dziwna,zachodniopomorskie,20.3
2023-07-30,DARŁOWO,Morze Bałtyckie,zachodniopomorskie,brak danych
2023-07-30,MIĘDZYZDROJE,Morze Bałtyckie,zachodniopomorskie,19.8
2023-07-30,KOŁOBRZEG,Morze Bałtyckie,zachodniopomorskie,19.3
2023-07-30,USTKA,Morze Bałtyckie,pomorskie,17.5
2023-07-30,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,18.9
2023-07-30,HEL,Morze Bałtyckie,pomorskie,19.5
2023-07-30,PUCK,Morze Bałtyckie,pomorskie,19.7
2023-07-30,GDYNIA,Morze Bałtyckie,pomorskie,19.7
2023-07-30,ŁEBA,Morze Bałtyckie,pomorskie,20.6
2023-07-31,GARDNA WIELKA,Jez. Gardno,pomorskie,19.5
2023-07-31,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,20.4
2023-07-31,IZBICA,Jez. Łebsko,pomorskie,20.1
2023-07-31,SIKORY,Jez. Komorze,zachodniopomorskie,22.4
2023-07-31,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,20.6
2023-07-31,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,21.4
2023-07-31,IŃSKO,Jez. Ińsko,zachodniopomorskie,20.8
2023-07-31,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,21.5
2023-07-31,BUNTOWO,Jez. Sławianowskie,wielkopolskie,21.3
2023-07-31,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,21.2
2023-07-31,JASIEŃ,Jez. Jasień Pd.,pomorskie,21.0
2023-07-31,BORUCINO,Jez. Raduńskie Górne,pomorskie,20.7
2023-07-31,JEZIORNA,Jez. Wdzydze,pomorskie,20.1
2023-07-31,CHARZYKOWY,Jez. Charzykowskie,pomorskie,20.4
2023-07-31,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,21.4
2023-07-31,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,20.7
2023-07-31,PRZEŁAZY,Jez. Niesłysz,lubuskie,20.8
2023-07-31,RADZYŃ,Jez. Sławskie,lubuskie,22.5
2023-07-31,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,22.9
2023-07-31,POWIDZ,Jez. Powidzkie,wielkopolskie,21.0
2023-07-31,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,22.1
2023-07-31,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,22.2
2023-07-31,DADAJ,Jez. Dadaj,warmińsko-mazurskie,20.6
2023-07-31,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,20.5
2023-07-31,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,20.5
2023-07-31,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,20.7
2023-07-31,GŁODOWO,Jez. Śniardwy,warmińsko-mazurskie,brak danych
2023-07-31,MALDANIN,Jez. Roś,warmińsko-mazurskie,21.8
2023-07-31,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,20.2
2023-07-31,WRÓBEL,Jez. Hańcza,podlaskie,20.2
2023-07-31,WÓLKA,Jez. Rospuda Filipowska,podlaskie,20.2
2023-07-31,WIGRY,Jez. Wigry,podlaskie,21.6
2023-07-31,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,21.7
2023-07-31,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,21.4
2023-07-31,BORKI,Jez. Litygajno,warmińsko-mazurskie,21.2
2023-07-31,EŁK,Jez. Ełckie,warmińsko-mazurskie,21.5
2023-07-31,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,21.1
2023-07-31,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,21.8
2023-07-31,MORSKIE OKO,Rybi Potok,małopolskie,brak danych
2023-07-31,TOLKMICKO,Zalew Wiślany,warmińsko-mazurskie,21.0
2023-07-31,TRZEBIEŻ,Zalew Szczeciński,zachodniopomorskie,20.9
2023-07-31,ŚWINOUJŚCIE,Cieśnina Świna,zachodniopomorskie,19.7
2023-07-31,WOLIN,Cieśnina Dziwna,zachodniopomorskie,20.3
2023-07-31,DARŁOWO,Morze Bałtyckie,zachodniopomorskie,19.7
2023-07-31,MIĘDZYZDROJE,Morze Bałtyckie,zachodniopomorskie,19.4
2023-07-31,KOŁOBRZEG,Morze Bałtyckie,zachodniopomorskie,18.9
2023-07-31,USTKA,Morze Bałtyckie,pomorskie,17.9
2023-07-31,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,19.5
2023-07-31,HEL,Morze Bałtyckie,pomorskie,19.2
2023-07-31,PUCK,Morze Bałtyckie,pomorskie,20.0
2023-07-31,GDYNIA,Morze Bałtyckie,pomorskie,19.4
2023-07-31,ŁEBA,Morze Bałtyckie,pomorskie,brak danych
2023-08-01,GARDNA WIELKA,Jez. Gardno,pomorskie,19.0
2023-08-01,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,20.2
2023-08-01,IZBICA,Jez. Łebsko,pomorskie,19.4
2023-08-01,SIKORY,Jez. Komorze,zachodniopomorskie,22.3
2023-08-01,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,20.3
2023-08-01,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,23.8
2023-08-01,IŃSKO,Jez. Ińsko,zachodniopomorskie,20.6
2023-08-01,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,21.2
2023-08-01,BUNTOWO,Jez. Sławianowskie,wielkopolskie,21.3
2023-08-01,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,21.0
2023-08-01,JASIEŃ,Jez. Jasień Pd.,pomorskie,20.8
2023-08-01,BORUCINO,Jez. Raduńskie Górne,pomorskie,20.6
2023-08-01,JEZIORNA,Jez. Wdzydze,pomorskie,19.7
2023-08-01,CHARZYKOWY,Jez. Charzykowskie,pomorskie,20.0
2023-08-01,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,21.0
2023-08-01,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,21.1
2023-08-01,PRZEŁAZY,Jez. Niesłysz,lubuskie,20.8
2023-08-01,RADZYŃ,Jez. Sławskie,lubuskie,21.9
2023-08-01,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,22.2
2023-08-01,POWIDZ,Jez. Powidzkie,wielkopolskie,21.0
2023-08-01,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,21.9
2023-08-01,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,22.0
2023-08-01,DADAJ,Jez. Dadaj,warmińsko-mazurskie,20.9
2023-08-01,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,20.5
2023-08-01,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,20.7
2023-08-01,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,19.7
2023-08-01,GŁODOWO,Jez. Śniardwy,warmińsko-mazurskie,brak danych
2023-08-01,MALDANIN,Jez. Roś,warmińsko-mazurskie,21.8
2023-08-01,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,22.2
2023-08-01,WRÓBEL,Jez. Hańcza,podlaskie,20.0
2023-08-01,WÓLKA,Jez. Rospuda Filipowska,podlaskie,20.0
2023-08-01,WIGRY,Jez. Wigry,podlaskie,21.4
2023-08-01,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,21.8
2023-08-01,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,21.7
2023-08-01,BORKI,Jez. Litygajno,warmińsko-mazurskie,21.4
2023-08-01,EŁK,Jez. Ełckie,warmińsko-mazurskie,21.5
2023-08-01,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,21.1
2023-08-01,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,21.6
2023-08-01,MORSKIE OKO,Rybi Potok,małopolskie,brak danych
2023-08-01,TOLKMICKO,Zalew Wiślany,warmińsko-mazurskie,21.0
2023-08-01,TRZEBIEŻ,Zalew Szczeciński,zachodniopomorskie,20.7
2023-08-01,ŚWINOUJŚCIE,Cieśnina Świna,zachodniopomorskie,19.6
2023-08-01,WOLIN,Cieśnina Dziwna,zachodniopomorskie,19.6
2023-08-01,DARŁOWO,Morze Bałtyckie,zachodniopomorskie,19.6
2023-08-01,MIĘDZYZDROJE,Morze Bałtyckie,zachodniopomorskie,19.6
2023-08-01,KOŁOBRZEG,Morze Bałtyckie,zachodniopomorskie,18.9
2023-08-01,USTKA,Morze Bałtyckie,pomorskie,18.0
2023-08-01,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,19.7
2023-08-01,HEL,Morze Bałtyckie,pomorskie,19.2
2023-08-01,PUCK,Morze Bałtyckie,pomorskie,20.0
2023-08-01,GDYNIA,Morze Bałtyckie,pomorskie,19.8
2023-08-01,ŁEBA,Morze Bałtyckie,pomorskie,20.9
2023-08-02,GARDNA WIELKA,Jez. Gardno,pomorskie,18.7
2023-08-02,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,19.2
2023-08-02,IZBICA,Jez. Łebsko,pomorskie,18.3
2023-08-02,SIKORY,Jez. Komorze,zachodniopomorskie,21.9
2023-08-02,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,19.7
2023-08-02,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,20.4
2023-08-02,IŃSKO,Jez. Ińsko,zachodniopomorskie,20.2
2023-08-02,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,20.9
2023-08-02,BUNTOWO,Jez. Sławianowskie,wielkopolskie,20.7
2023-08-02,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,19.8
2023-08-02,JASIEŃ,Jez. Jasień Pd.,pomorskie,20.4
2023-08-02,BORUCINO,Jez. Raduńskie Górne,pomorskie,20.2
2023-08-02,JEZIORNA,Jez. Wdzydze,pomorskie,19.3
2023-08-02,CHARZYKOWY,Jez. Charzykowskie,pomorskie,19.6
2023-08-02,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,21.0
2023-08-02,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,20.7
2023-08-02,PRZEŁAZY,Jez. Niesłysz,lubuskie,21.2
2023-08-02,RADZYŃ,Jez. Sławskie,lubuskie,21.7
2023-08-02,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,21.8
2023-08-02,POWIDZ,Jez. Powidzkie,wielkopolskie,21.0
2023-08-02,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,21.9
2023-08-02,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,21.4
2023-08-02,DADAJ,Jez. Dadaj,warmińsko-mazurskie,19.6
2023-08-02,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,20.3
2023-08-02,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,20.4
2023-08-02,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,20.6
2023-08-02,GŁODOWO,Jez. Śniardwy,warmińsko-mazurskie,brak danych
2023-08-02,MALDANIN,Jez. Roś,warmińsko-mazurskie,21.0
2023-08-02,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,21.6
2023-08-02,WRÓBEL,Jez. Hańcza,podlaskie,19.6
2023-08-02,WÓLKA,Jez. Rospuda Filipowska,podlaskie,20.2
2023-08-02,WIGRY,Jez. Wigry,podlaskie,21.0
2023-08-02,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,21.6
2023-08-02,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,21.6
2023-08-02,BORKI,Jez. Litygajno,warmińsko-mazurskie,21.0
2023-08-02,EŁK,Jez. Ełckie,warmińsko-mazurskie,21.1
2023-08-02,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,20.9
2023-08-02,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,21.5
2023-08-02,MORSKIE OKO,Rybi Potok,małopolskie,brak danych
2023-08-02,TOLKMICKO,Zalew Wiślany,warmińsko-mazurskie,19.8
2023-08-02,TRZEBIEŻ,Zalew Szczeciński,zachodniopomorskie,19.9
2023-08-02,ŚWINOUJŚCIE,Cieśnina Świna,zachodniopomorskie,19.2
2023-08-02,WOLIN,Cieśnina Dziwna,zachodniopomorskie,18.9
2023-08-02,DARŁOWO,Morze Bałtyckie,zachodniopomorskie,19.4
2023-08-02,MIĘDZYZDROJE,Morze Bałtyckie,zachodniopomorskie,19.4
2023-08-02,KOŁOBRZEG,Morze Bałtyckie,zachodniopomorskie,18.3
2023-08-02,USTKA,Morze Bałtyckie,pomorskie,16.0
2023-08-02,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,19.5
2023-08-02,HEL,Morze Bałtyckie,pomorskie,19.0
2023-08-02,PUCK,Morze Bałtyckie,pomorskie,19.7
2023-08-02,GDYNIA,Morze Bałtyckie,pomorskie,19.1
2023-08-02,ŁEBA,Morze Bałtyckie,pomorskie,19.5
2023-08-03,GARDNA WIELKA,Jez. Gardno,pomorskie,18.2
2023-08-03,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,19.4
2023-08-03,IZBICA,Jez. Łebsko,pomorskie,19.0
2023-08-03,SIKORY,Jez. Komorze,zachodniopomorskie,22.1
2023-08-03,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,19.6
2023-08-03,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,20.2
2023-08-03,IŃSKO,Jez. Ińsko,zachodniopomorskie,20.0
2023-08-03,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,20.9
2023-08-03,BUNTOWO,Jez. Sławianowskie,wielkopolskie,21.1
2023-08-03,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,19.8
2023-08-03,JASIEŃ,Jez. Jasień Pd.,pomorskie,20.2
2023-08-03,BORUCINO,Jez. Raduńskie Górne,pomorskie,20.1
2023-08-03,JEZIORNA,Jez. Wdzydze,pomorskie,19.1
2023-08-03,CHARZYKOWY,Jez. Charzykowskie,pomorskie,19.8
2023-08-03,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,20.6
2023-08-03,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,20.7
2023-08-03,PRZEŁAZY,Jez. Niesłysz,lubuskie,20.8
2023-08-03,RADZYŃ,Jez. Sławskie,lubuskie,21.4
2023-08-03,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,21.9
2023-08-03,POWIDZ,Jez. Powidzkie,wielkopolskie,21.0
2023-08-03,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,21.7
2023-08-03,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,21.8
2023-08-03,DADAJ,Jez. Dadaj,warmińsko-mazurskie,20.1
2023-08-03,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,19.9
2023-08-03,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,20.6
2023-08-03,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,20.7
2023-08-03,GŁODOWO,Jez. Śniardwy,warmińsko-mazurskie,brak danych
2023-08-03,MALDANIN,Jez. Roś,warmińsko-mazurskie,21.1
2023-08-03,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,21.8
2023-08-03,WRÓBEL,Jez. Hańcza,podlaskie,19.7
2023-08-03,WÓLKA,Jez. Rospuda Filipowska,podlaskie,20.0
2023-08-03,WIGRY,Jez. Wigry,podlaskie,21.0
2023-08-03,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,21.5
2023-08-03,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,21.5
2023-08-03,BORKI,Jez. Litygajno,warmińsko-mazurskie,21.4
2023-08-03,EŁK,Jez. Ełckie,warmińsko-mazurskie,21.1
2023-08-03,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,20.7
2023-08-03,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,21.5
2023-08-03,MORSKIE OKO,Rybi Potok,małopolskie,brak danych
2023-08-03,TOLKMICKO,Zalew Wiślany,warmińsko-mazurskie,19.8
2023-08-03,TRZEBIEŻ,Zalew Szczeciński,zachodniopomorskie,19.8
2023-08-03,ŚWINOUJŚCIE,Cieśnina Świna,zachodniopomorskie,19.4
2023-08-03,WOLIN,Cieśnina Dziwna,zachodniopomorskie,19.0
2023-08-03,DARŁOWO,Morze Bałtyckie,zachodniopomorskie,19.2
2023-08-03,MIĘDZYZDROJE,Morze Bałtyckie,zachodniopomorskie,19.8
2023-08-03,KOŁOBRZEG,Morze Bałtyckie,zachodniopomorskie,18.3
2023-08-03,USTKA,Morze Bałtyckie,pomorskie,17.7
2023-08-03,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,19.5
2023-08-03,HEL,Morze Bałtyckie,pomorskie,19.0
2023-08-03,PUCK,Morze Bałtyckie,pomorskie,19.6
2023-08-03,GDYNIA,Morze Bałtyckie,pomorskie,19.3
2023-08-03,ŁEBA,Morze Bałtyckie,pomorskie,19.4
2023-08-04,GARDNA WIELKA,Jez. Gardno,pomorskie,18.0
2023-08-04,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,19.6
2023-08-04,IZBICA,Jez. Łebsko,pomorskie,18.3
2023-08-04,SIKORY,Jez. Komorze,zachodniopomorskie,21.9
2023-08-04,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,19.4
2023-08-04,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,20.0
2023-08-04,IŃSKO,Jez. Ińsko,zachodniopomorskie,19.8
2023-08-04,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,20.8
2023-08-04,BUNTOWO,Jez. Sławianowskie,wielkopolskie,20.9
2023-08-04,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,19.9
2023-08-04,JASIEŃ,Jez. Jasień Pd.,pomorskie,20.4
2023-08-04,BORUCINO,Jez. Raduńskie Górne,pomorskie,20.0
2023-08-04,JEZIORNA,Jez. Wdzydze,pomorskie,19.1
2023-08-04,CHARZYKOWY,Jez. Charzykowskie,pomorskie,19.4
2023-08-04,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,20.6
2023-08-04,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,21.5
2023-08-04,PRZEŁAZY,Jez. Niesłysz,lubuskie,20.8
2023-08-04,RADZYŃ,Jez. Sławskie,lubuskie,21.3
2023-08-04,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,22.0
2023-08-04,POWIDZ,Jez. Powidzkie,wielkopolskie,20.8
2023-08-04,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,21.7
2023-08-04,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,21.8
2023-08-04,DADAJ,Jez. Dadaj,warmińsko-mazurskie,19.8
2023-08-04,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,20.1
2023-08-04,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,20.7
2023-08-04,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,20.5
2023-08-04,GŁODOWO,Jez. Śniardwy,warmińsko-mazurskie,brak danych
2023-08-04,MALDANIN,Jez. Roś,warmińsko-mazurskie,21.2
2023-08-04,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,21.2
2023-08-04,WRÓBEL,Jez. Hańcza,podlaskie,18.7
2023-08-04,WÓLKA,Jez. Rospuda Filipowska,podlaskie,20.0
2023-08-04,WIGRY,Jez. Wigry,podlaskie,20.8
2023-08-04,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,21.5
2023-08-04,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,21.3
2023-08-04,BORKI,Jez. Litygajno,warmińsko-mazurskie,21.2
2023-08-04,EŁK,Jez. Ełckie,warmińsko-mazurskie,20.7
2023-08-04,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,20.5
2023-08-04,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,21.2
2023-08-04,MORSKIE OKO,Rybi Potok,małopolskie,brak danych
2023-08-04,TOLKMICKO,Zalew Wiślany,warmińsko-mazurskie,20.4
2023-08-04,TRZEBIEŻ,Zalew Szczeciński,zachodniopomorskie,19.4
2023-08-04,ŚWINOUJŚCIE,Cieśnina Świna,zachodniopomorskie,19.2
2023-08-04,WOLIN,Cieśnina Dziwna,zachodniopomorskie,19.1
2023-08-04,DARŁOWO,Morze Bałtyckie,zachodniopomorskie,19.1
2023-08-04,MIĘDZYZDROJE,Morze Bałtyckie,zachodniopomorskie,19.6
2023-08-04,KOŁOBRZEG,Morze Bałtyckie,zachodniopomorskie,18.8
2023-08-04,USTKA,Morze Bałtyckie,pomorskie,17.6
2023-08-04,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,19.7
2023-08-04,HEL,Morze Bałtyckie,pomorskie,19.3
2023-08-04,PUCK,Morze Bałtyckie,pomorskie,19.7
2023-08-04,GDYNIA,Morze Bałtyckie,pomorskie,19.0
2023-08-04,ŁEBA,Morze Bałtyckie,pomorskie,19.8
2023-08-05,GARDNA WIELKA,Jez. Gardno,pomorskie,18.5
2023-08-05,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,19.6
2023-08-05,IZBICA,Jez. Łebsko,pomorskie,18.2
2023-08-05,SIKORY,Jez. Komorze,zachodniopomorskie,21.8
2023-08-05,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,19.6
2023-08-05,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,20.2
2023-08-05,IŃSKO,Jez. Ińsko,zachodniopomorskie,20.0
2023-08-05,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,20.9
2023-08-05,BUNTOWO,Jez. Sławianowskie,wielkopolskie,20.7
2023-08-05,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,19.9
2023-08-05,JASIEŃ,Jez. Jasień Pd.,pomorskie,20.2
2023-08-05,BORUCINO,Jez. Raduńskie Górne,pomorskie,20.0
2023-08-05,JEZIORNA,Jez. Wdzydze,pomorskie,19.2
2023-08-05,CHARZYKOWY,Jez. Charzykowskie,pomorskie,19.5
2023-08-05,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,20.8
2023-08-05,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,21.7
2023-08-05,PRZEŁAZY,Jez. Niesłysz,lubuskie,20.6
2023-08-05,RADZYŃ,Jez. Sławskie,lubuskie,21.4
2023-08-05,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,22.0
2023-08-05,POWIDZ,Jez. Powidzkie,wielkopolskie,21.0
2023-08-05,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,21.3
2023-08-05,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,21.6
2023-08-05,DADAJ,Jez. Dadaj,warmińsko-mazurskie,20.0
2023-08-05,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,20.4
2023-08-05,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,20.7
2023-08-05,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,20.9
2023-08-05,GŁODOWO,Jez. Śniardwy,warmińsko-mazurskie,brak danych
2023-08-05,MALDANIN,Jez. Roś,warmińsko-mazurskie,21.0
2023-08-05,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,21.6
2023-08-05,WRÓBEL,Jez. Hańcza,podlaskie,19.4
2023-08-05,WÓLKA,Jez. Rospuda Filipowska,podlaskie,20.3
2023-08-05,WIGRY,Jez. Wigry,podlaskie,21.0
2023-08-05,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,21.6
2023-08-05,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,21.5
2023-08-05,BORKI,Jez. Litygajno,warmińsko-mazurskie,21.2
2023-08-05,EŁK,Jez. Ełckie,warmińsko-mazurskie,21.3
2023-08-05,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,20.9
2023-08-05,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,21.6
2023-08-05,MORSKIE OKO,Rybi Potok,małopolskie,brak danych
